Реестр образовательных программ и соответствующая им структура учебных групп факультета "АК" МГТУ им. Н.Э. Баумана
Кафедра "АК-1"
Группа | ОКСО | Специализация | Квалификация 
РК4-92 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 15 - Системы подъемно-транспортных машин автоматизированного производства  | 65 - Инженер
РК4-101 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 14 - Подъемно транспортные машины и роботы | 65 - Инженер
РК4-102 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 15 - Системы подъемно-транспортных машин автоматизированного производства  | 65 - Инженер
РК4-111 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 00 -  | 65 - Инженер
РК4-112 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 00 -  | 65 - Инженер
РК4-121 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 00 -  | 65 - Инженер
РК4-122 | 190205 - Подъемно-транспортные, строительные, дорожные машины и оборудование | 00 -  | 65 - Инженер
Кафедра "РК-5"
Группа | ОКСО | Специализация | Квалификация 
РК5-11 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-12 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-21 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-22 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-31 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-32 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-41 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-42 | 150301 - Динамика и прочность машин | 00 -  | 65 - Инженер
РК5-51 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-52 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-61 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-62 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-71 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-72 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-81 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-82 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-91 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-92 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-101 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-102 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-111 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-112 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
РК5-121 | 150301 - Динамика и прочность машин | 01 - Методы математического моделирования механических систем и процессов | 65 - Инженер
РК5-122 | 150301 - Динамика и прочность машин | 02 - Методы и техника эксперимента | 65 - Инженер
Кафедра "РК-6"
Группа | ОКСО | Специализация | Квалификация 
РК6-11 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-12 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-13 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-21 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-22 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-23 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-31 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-32 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-33 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-41 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-42 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-43 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-51 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-52 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-53 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-61 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-62 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-63 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-71 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-72 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-73 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-81 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-82 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-83 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-91 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-92 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-93 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-94 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
РК6-95 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
РК6-101 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-102 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-103 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-104 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
РК6-105 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
РК6-111 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-112 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-113 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-114 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
РК6-121 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-122 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-123 | 230104 - Системы автоматизированного проектирования | 00 -  | 65 - Инженер
РК6-124 | 230100 - Информатика и вычислительная техника | 00 -  | 68 - Магистр техники и технологии
Кафедра "РК-9"
Группа | ОКСО | Специализация | Квалификация 
РК9-11 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-12 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-21 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-22 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-31 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-32 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-41 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-42 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-51 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-52 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-61 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-62 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-71 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-72 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-81 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-82 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-91 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-92 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-93 | 220200 - Автоматизация и управление | 06 -  | 68 - Магистр техники и технологии
РК9-101 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-102 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-103 | 220200 - Автоматизация и управление | 06 -  | 68 - Магистр техники и технологии
РК9-111 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-112 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-113 | 220200 - Автоматизация и управление | 06 -  | 68 - Магистр техники и технологии
РК9-121 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК9-122 | 220301 - Автоматизация технологических процессов и производств (по отраслям) | 00 -  | 65 - Инженер
РК9-123 | 220200 - Автоматизация и управление | 06 -  | 68 - Магистр техники и технологии
Кафедра "РК-10"
Группа | ОКСО | Специализация | Квалификация 
РК10-11 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-21 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-31 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-41 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-51 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-61 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-71 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-72 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-81 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-82 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-91 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-92 | 220402 - Роботы и робототехнические системы | 01 - Управление роботами | 65 - Инженер
РК10-93 | 220200 - Автоматизация и управление | 17 -  | 68 - Магистр техники и технологии
РК10-101 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-102 | 220402 - Роботы и робототехнические системы | 01 - Управление роботами | 65 - Инженер
РК10-103 | 220200 - Автоматизация и управление | 17 -  | 68 - Магистр техники и технологии
РК10-111 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-112 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-113 | 220200 - Автоматизация и управление | 17 -  | 68 - Магистр техники и технологии
РК10-121 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-122 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
РК10-123 | 220200 - Автоматизация и управление | 17 -  | 68 - Магистр техники и технологии
Декан факультета "РК" Лобачев В.И. _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "РКТ" МГТУ им. Н.Э. Баумана
Кафедра "РКТ-1"
Группа | ОКСО | Специализация | Квалификация 
РКТ1-11 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-21 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-31 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-41 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-51 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-61 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-71 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-81 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-91 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-101 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-111 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
РКТ1-121 | 160403 - Системы управления летательными аппаратами | 00 -  | 65 - Инженер
Кафедра "РКТ-2"
Группа | ОКСО | Специализация | Квалификация 
РКТ2-11 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-21 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-31 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-41 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-51 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-61 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-71 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-81 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-91 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-101 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-111 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
РКТ2-121 | 160801 - Ракетостроение | 01 - Ракетные транспортные системы | 65 - Инженер
Кафедра "РКТ-3"
Группа | ОКСО | Специализация | Квалификация 
РКТ3-11 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-21 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-31 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-41 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-71 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-81 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-91 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-101 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-111 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
РКТ3-121 | 151003 - Инструментальные системы машиностроительных производств | 00 -  | 65 - Инженер
Кафедра "РКТ-4"
Группа | ОКСО | Специализация | Квалификация 
РКТ4-11 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-21 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-31 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-41 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-51 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-61 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-71 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-81 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-91 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-101 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-111 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
РКТ4-121 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
Кафедра "РКТ-5"
Группа | ОКСО | Специализация | Квалификация 
РКТ5-11 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-21 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-31 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-41 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-71 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-81 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-91 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-101 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-111 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
РКТ5-121 | 160302 - Ракетные двигатели | 00 -  | 65 - Инженер
Кафедра "РКТ-6"
Группа | ОКСО | Специализация | Квалификация 
Декан факультета "РКТ" Дорофеев А.А. _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "РЛ" МГТУ им. Н.Э. Баумана
Кафедра "РЛ-1"
Группа | ОКСО | Специализация | Квалификация 
РЛ1-11 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-12 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-13 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-21 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-22 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-23 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-31 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-32 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-33 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-41 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-42 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-43 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-51 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-52 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-53 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-54 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-61 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-62 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-63 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-64 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-71 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-72 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-73 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-74 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-81 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-82 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-83 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-84 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-91 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-92 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-93 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-94 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-101 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-102 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-103 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-104 | 210304 - Радиоэлектронные системы | 00 -  | 65 - Инженер
РЛ1-111 | 210304 - Радиоэлектронные системы | 01 - Радиолокационные и радионавигационные системы | 65 - Инженер
РЛ1-112 | 210304 - Радиоэлектронные системы | 02 - Радиосистемы управления и передачи информации | 65 - Инженер
РЛ1-113 | 210304 - Радиоэлектронные системы | 03 - Антенные системы и устройства | 65 - Инженер
РЛ1-114 | 210304 - Радиоэлектронные системы | 04 - Лазерные системы локации и связи | 65 - Инженер
РЛ1-115 | 210304 - Радиоэлектронные системы | 05 -  | 65 - Инженер
РЛ1-116 | 210300 - Радиотехника | 02 -  | 68 - Магистр техники и технологии
РЛ1-117 | 210300 - Радиотехника | 03 -  | 68 - Магистр техники и технологии
РЛ1-118 | 210300 - Радиотехника | 04 -  | 68 - Магистр техники и технологии
РЛ1-121 | 210304 - Радиоэлектронные системы | 01 - Радиолокационные и радионавигационные системы | 65 - Инженер
РЛ1-122 | 210304 - Радиоэлектронные системы | 02 - Радиосистемы управления и передачи информации | 65 - Инженер
РЛ1-123 | 210304 - Радиоэлектронные системы | 03 - Антенные системы и устройства | 65 - Инженер
РЛ1-124 | 210304 - Радиоэлектронные системы | 04 - Лазерные системы локации и связи | 65 - Инженер
РЛ1-125 | 210304 - Радиоэлектронные системы | 05 -  | 65 - Инженер
РЛ1-126 | 210300 - Радиотехника | 02 -  | 68 - Магистр техники и технологии
РЛ1-127 | 210300 - Радиотехника | 03 -  | 68 - Магистр техники и технологии
РЛ1-128 | 210300 - Радиотехника | 04 -  | 68 - Магистр техники и технологии
Кафедра "РЛ-2"
Группа | ОКСО | Специализация | Квалификация 
РЛ2-11 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-12 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-13 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-21 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-22 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-23 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-31 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-32 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-33 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-41 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-42 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-43 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-51 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-52 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-53 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-61 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-62 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-63 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-71 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-72 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-73 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-81 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-82 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ2-83 | 200201 - Лазерная техника и лазерные технологии | 00 -  | 65 - Инженер
РЛ2-91 | 200203 - Оптико-электронные приборы и системы | 01 - Оптико-электронные информационно-измерительные и следящие приборы и системы | 65 - Инженер
РЛ2-92 | 200203 - Оптико-электронные приборы и системы | 14 - Лазерные оптико-электронные приборы и системы | 65 - Инженер
РЛ2-93 | 200201 - Лазерная техника и лазерные технологии | 03 - Экологический мониторинг | 65 - Инженер
РЛ2-94 | 200201 - Лазерная техника и лазерные технологии | 08 - Лазерные информационно-измерительные системы | 65 - Инженер
РЛ2-95 | 200203 - Оптико-электронные приборы и системы | 25 - Оптико-электронные системы безопасности | 65 - Инженер
РЛ2-96 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ2-97 | 200200 - Оптотехника | 03 -  | 68 - Магистр техники и технологии
РЛ2-98 | 200200 - Оптотехника | 11 -  | 68 - Магистр техники и технологии
РЛ2-101 | 200203 - Оптико-электронные приборы и системы | 01 - Оптико-электронные информационно-измерительные и следящие приборы и системы | 65 - Инженер
РЛ2-102 | 200203 - Оптико-электронные приборы и системы | 14 - Лазерные оптико-электронные приборы и системы | 65 - Инженер
РЛ2-103 | 200201 - Лазерная техника и лазерные технологии | 03 - Экологический мониторинг | 65 - Инженер
РЛ2-104 | 200201 - Лазерная техника и лазерные технологии | 08 - Лазерные информационно-измерительные системы | 65 - Инженер
РЛ2-105 | 200203 - Оптико-электронные приборы и системы | 25 - Оптико-электронные системы безопасности | 65 - Инженер
РЛ2-106 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ2-107 | 200200 - Оптотехника | 03 -  | 68 - Магистр техники и технологии
РЛ2-108 | 200200 - Оптотехника | 11 -  | 68 - Магистр техники и технологии
РЛ2-111 | 200203 - Оптико-электронные приборы и системы | 01 - Оптико-электронные информационно-измерительные и следящие приборы и системы | 65 - Инженер
РЛ2-112 | 200203 - Оптико-электронные приборы и системы | 14 - Лазерные оптико-электронные приборы и системы | 65 - Инженер
РЛ2-113 | 200201 - Лазерная техника и лазерные технологии | 03 - Экологический мониторинг | 65 - Инженер
РЛ2-114 | 200201 - Лазерная техника и лазерные технологии | 08 - Лазерные информационно-измерительные системы | 65 - Инженер
РЛ2-115 | 200203 - Оптико-электронные приборы и системы | 25 - Оптико-электронные системы безопасности | 65 - Инженер
РЛ2-116 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ2-117 | 200200 - Оптотехника | 03 -  | 68 - Магистр техники и технологии
РЛ2-118 | 200200 - Оптотехника | 11 -  | 68 - Магистр техники и технологии
РЛ2-121 | 200203 - Оптико-электронные приборы и системы | 01 - Оптико-электронные информационно-измерительные и следящие приборы и системы | 65 - Инженер
РЛ2-122 | 200203 - Оптико-электронные приборы и системы | 14 - Лазерные оптико-электронные приборы и системы | 65 - Инженер
РЛ2-123 | 200201 - Лазерная техника и лазерные технологии | 03 - Экологический мониторинг | 65 - Инженер
РЛ2-124 | 200201 - Лазерная техника и лазерные технологии | 08 - Лазерные информационно-измерительные системы | 65 - Инженер
РЛ2-125 | 200203 - Оптико-электронные приборы и системы | 25 - Оптико-электронные системы безопасности | 65 - Инженер
РЛ2-126 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ2-127 | 200200 - Оптотехника | 03 -  | 68 - Магистр техники и технологии
РЛ2-128 | 200200 - Оптотехника | 11 -  | 68 - Магистр техники и технологии
Кафедра "РЛ-3"
Группа | ОКСО | Специализация | Квалификация 
РЛ3-11 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-21 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-31 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-41 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-51 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-61 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-71 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-72 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-81 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
РЛ3-82 | 200203 - Оптико-электронные приборы и системы | 00 -  | 65 - Инженер
